SLUG,SYMBOL,NAME
 s-finance,SFG, S.Finance
 xdna,XDNA, XDNA
 cabbage,CAB, Cabbage
 waletoken,WTN, Waletoken
 diligence,IRA, Diligence
 zinc,ZINC, ZINC
 spectrum,SPT, Spectrum
 aeron,ARNX, Aeron
 crdt,CRDT, CRDT
 futurax,FTXT, FUTURAX
 micromines,MICRO, Micromines
 zelaapayae,ZPAE, ZelaaPayAE
 caluracoin,CLC, CaluraCoin
 vector,VEC2, VectorAI
 speedcash,SCS, SpeedCash
 cryptoenergy,CNRG, CryptoEnergy
 high-voltage,HVCO, High Voltage
 litecoin-token,LTK, LitecoinToken
 paxex,PAXEX, PAXEX
 plncoin,PLNC, PLNcoin
 vortex-defi,VTX, Vortex Defi
 straks,STAK, STRAKS
 bitvolt,VOLT, Bitvolt
 alpha-coin,APC, Alpha Coin
 ecosc,ECU, ECOSC
 ragnarok,RAGNA, Ragnarok
 cubiex-power,CBIX-P, Cubiex Power
 paypex,PAYX, Paypex
 carebit,CARE, Carebit
 gold-poker,GPKR, Gold Poker
 guider,GDR, Guider
 ifx24,IFX24, IFX24
 herbalist-token,HERB, Herbalist Token
 apollon,XAP, Apollon
 safecapital,SCAP, SafeCapital
 distx,DISTX, DistX
 comet,CMT, Comet
 merebel,MERI, Merebel
 ibank,IBANK, iBank
 joint-ventures,JOINT, Joint Ventures
 zenswap-network-token,ZNT, Zenswap Network Token
 martexcoin,MXT, MarteXcoin
 bitcoin-cz,BCZ, Bitcoin CZ
 hyperquant,HQT, HyperQuant
 decentralized-asset-trading-platform,DATP, Decentralized Asset Trading Platform
 impleum,IMPL, Impleum
 veles,VLS, Veles
 arbit,ARB, ARbit
 imagecash,IMGC, ImageCash
 iconic,ICON, Iconic
 rigel-finance,RIGEL, Rigel Finance
 cannation,CNNC, Cannation
 blizzard-network,BLIZZ, Blizzard Network
 coinonat,CXT, Coinonat
 scanetchain,SWC, Scanetchain
 wild-beast-block,WBB, Wild Beast Block
 gravitycoin,GXX, GravityCoin
 socialcoin-socc,SOCC, SocialCoin
 litecoin-ultra,LTCU, LiteCoin Ultra
 dash-green,DASHG, Dash Green
 tutti-frutti,TFF, Tutti Frutti
 ethplus,ETHP, ETHPlus
 sharedstake,SGT, SharedStake
 webcoin,WEB, Webcoin
 cashhand,CHND, CashHand
 finnexus,FNX, FinNexus
 save-and-gain,SANDG, Save and Gain
 exosis,EXO, Exosis
 ito-utility-token,IUT, ITO Utility Token
 crystal-token,CYL, Crystal Token
 dinero,DIN, Dinero
 ibstoken,IBS, IBStoken
 mate,MATE, Mate
 platinumbar,XPTX, PlatinumBAR
 kz-cash,KZC, KZ Cash
 roiyal-coin,ROCO, ROIyal Coin
 concoin,CONX, Concoin
 ponzicoin,PONZI, PonziCoin
 abulaba,AAA, Abulaba
 bulleon,BUL, Bulleon
 altcommunity-coin,SONO, SONO
 electrum-dark-eld,ELD, Electrum Dark
 staker,STR, Staker
 helpico,HELP, Helpico
 storeum,STO, Storeum
 argus,ARGUS, Argus
 nexalt,XLT, Nexalt
 trexcoin,TREX, Trexcoin
 newton-coin-project,NCP, Newton Coin Project
 dowcoin,DOW, DOWCOIN
 cryptoverificationcoin,CVCC, CryptoVerificationCoin
 nibble,NBXC, Nibble
 cryptoplanes,CPAN, CryptoPlanes
 yffii-finance,YFFII, YFFII Finance
 mainstream-for-the-underground,MFTU, Mainstream For The Underground
 innovative-bioresearch-classic,INNBCL, Innovative Bioresearch Classic
 flex,FLEX, FLEX
 weth,WETH, WETH
 kingdefi,KRW, KingDeFi
 try-finance,TRY, Try.Finance
 optimism-ethereum,OP, Optimism
 global-aex-token,GAT, Global AEX Token
 xtcom-token,XT, XT.com Token
 wrapped-solana,SOL, Wrapped Solana
 global-china-cash,CNC, Global China Cash
 gains-network,GNS, Gains Network
 wavax,WAVAX, Wrapped AVAX
 wrapped-fantom,WFTM, Wrapped Fantom
 wmatic,WMATIC, Wrapped Matic
 aniverse,ANV, ANIVERSE
 cube-network,CUBE, Cube Network
 step-app,FITFI, Step App
 wrapped-cro,WCRO, Wrapped CRO
 i-will-poop-it-nft,SHIT, I will poop it NFT
 magic-internet-money,MIM, Magic Internet Money
 orbler,ORBR, Orbler
 usd-coin-avalanche-bridged-usdc-e,USDCE, USD Coin Bridged
 stream-coin,STRM, StreamCoin
 decentralized-usd,DUSD, Decentralized USD(Defichain)
 freedom-protocol,FREE, Freedom Protocol
 gari,GARI, Gari Network
 btcdown,BTCDOWN, BTCDOWN
 multichain,MULTI, Multichain
 linkup,LINKUP, LINKUP
 angle-protocol,AGEUR, Angle Protocol
 mineplex,PLEX, MinePlex
 gold-coin-reserve,GCR, Gold Coin Reserve
 caw,CAW, CAW(A Hunters Dream)
 lux-bio-cell,LBXC, Lux Bio Cell
 ellipsis-epx,EPX, Ellipsis
 plc-ultima,PLCU, PLC Ultima
 green-satoshi-token-bsc,GST, Green Satoshi Token (BSC)
 nym,NYM, NYM
 adadown,ADADOWN, ADADOWN
 btcup,BTCUP, BTCUP
 maya-preferred,MAYP, Maya Preferred
 linkdown,LINKDOWN, LINKDOWN
 trxdown,TRXDOWN, TRXDOWN
 everdome,DOME, Everdome
 cloudchat,CC, CloudChat
 ethup,ETHUP, ETHUP
 australian-dollar-token,AUDT, Australian Dollar Token
 usn,USN, USN
 pointpay,PXP, PointPay
 bitget-token-new,BGB, Bitget Token
 compound-usd-coin,CUSDC, Compound USD Coin
 adaup,ADAUP, ADAUP
 msquare-global,MSQ, MSQUARE GLOBAL
 baby-doge-coin,BabyDoge, Baby Doge Coin
 3x-short-bitcoin-token,BEAR, 3X Short Bitcoin Token
 compound-dai,CDAI, Compound Dai
 floki-inu,FLOKI, Floki Inu
 3x-long-bitcoin-token,BULL, 3X Long Bitcoin Token
 trxup,TRXUP, TRXUP
 asia-pacific-electronic-coin,APECOIN, Asia Pacific Electronic Coin
 olympus,OHM, Olympus v2
 compound-usdt,CUSDT, Compound USDT
 synapse-2,SYN, Synapse
 wrapped-near,WNEAR, Wrapped Near
 luffy,LUFFY, Luffy
 dotdown,DOTDOWN, DOTDOWN
 octopus-network,OCT, Octopus Network
 bikerush,BRT, Bikerush
 quantum-assets,QA, Quantum Assets
 microcosm,MIC, MICROCOSM
 anonverse,ANON, Anonverse
 polkacity,POLC, Polkacity
 wrapped-elrond-egld,WEGLD, Wrapped Elrond
 shibnobi,SHINJA, Shibnobi
 beacon-eth,BETH, Beacon ETH
 dotori,DTR, Dotori
 brz,BRZ, Brazilian Digital Token
 cult-dao,CULT, Cult DAO
 beau-cat,BUC, Beau Cat
 lbk,LBK, LBK
 goat-gang,GGT, Goat Gang
 bxmi-token,BXMI, Bxmi Token
 berry,BERRY, Berry
 wrapped-one,WONE, Wrapped Harmony
 jumbo-exchange,JUMBO, Jumbo Exchange
 weway,WWY, WeWay
 opyn-squeeth,OSQTH, Opyn Squeeth
 thorchain-erc20,RUNE, THORChain (ERC20)
 gmx,GMX, GMX
 volt-inu-v2,VOLT, Volt Inu V2
 radioshack,RADIO, RadioShack
 grove,GVR, Grove
 battle-world,BWO, Battle World
 bobcoin,BOBC, Bobcoin
 bnbdown,BNBDOWN, BNBDOWN
 freedom-god-dao,FGD, Freedom God Dao
 edgecoin,EDGT, Edgecoin
 gamestarter,GAME, Gamestarter
 dotup,DOTUP, DOTUP
 shibkiller,SHIBKILLER, ShibKiller
 mai,MIMATIC, MAI
 stargate-finance,STG, Stargate Finance
 celebplus,CELEB, CELEBPLUS
 magic-token,MAGIC, MAGIC
 titi-financial,TITI, Titi Financial
 recharge,RCG, The Recharge
 hitop,HITOP, HITOP
 melos-studio,MELOS, Melos Studio
 shibadoge,SHIBDOGE, ShibaDoge
 natural-farm-union-protocol,NFUP, Natural Farm Union Protocol
 drc-mobility,DRC, DRC Mobility
 gm,GM, GM Wagmi
 ovr,OVR, OVR
 meconcash,MCH, MeconCash
 element-black,ELT, Element.Black
 webuy,WE, WeBuy
 nexus-dubai,NXD, Nexus Dubai
 cryptobank,CBANK, CryptoBank
 celestial,CELT, Celestial
 saber,SBR, Saber
 alchemix-usd,ALUSD, Alchemix USD
 btrips,BTR, BTRIPS
 crypto-holding-frank-token,CHFT, Crypto Holding Frank Token
 rush-coin,RUSH, RUSH COIN
 x2y2,X2Y2, X2Y2
 lido-finance-wsteth,WSTETH, Lido wstETH
 kishu-inu,KISHU, Kishu Inu
 pstake-finance,PSTAKE, pSTAKE Finance
 plug-chain,PLUGCN, Plug Chain
 tomtomcoin,TOMS, TomTomCoin
 meta-ruffy,MR, Meta Ruffy
 inflation-hedging-coin,IHC, Inflation Hedging Coin
 kilo-shiba-inu,KSHIB, Kilo Shiba Inu
 bombcrypto,BCOIN, Bombcrypto
 stader,SD, Stader
 gelato,GEL, Gelato
 teddydoge,TEDDY, Teddy Doge
 catgirl,CATGIRL, Catgirl
 carbon-co2,CO2, Carbon
 polydoge,POLYDOGE, PolyDoge
 3x-long-ethereum-token,ETHBULL, 3X Long Ethereum Token
 genesysgo-shadow,SHDW, GenesysGo Shadow
 itam-cube,ITAMCUBE, CUBE
 bit-store,STORE, Bit.Store
 sangkara-misa,MISA, SANGKARA MISA
 futurexcrypto,FXC, FUTUREXCRYPTO
 xrpdown,XRPDOWN, XRPDOWN
 decentralized-eternal-virtual-traveller,DEVT, Decentralized Eternal Virtual Traveller
 defidollar,DUSD, DefiDollar
 core-multichain,CMCX, CORE MultiChain
 infinity-rocket-token,IRT, Infinity Rocket Token
 emp-shares,ESHARE, EMP Shares
 taki,TAKI, TAKI
 aaptitude,AAPT, AAptitude
 hop-exchange,HOP, Hop Exchange
 wrapped-memory,WMEMO, Wonderful Memories
 sukhavati-network,SKT, Sukhavati Network
 wizards-and-dragons,GP, Wizards And Dragons
 kollect,KOL, Kollect
 baskonia-fan-token,BKN, Baskonia Fan Token
 cyberdragon-gold,GOLD, CyberDragon Gold
 greencoin-ai,GRC, GreenCoin.AI
 lido-for-solana,stSOL, Lido Staked SOL
 islamicoin,ISLAMI, ISLAMICOIN
 metavisa-protocol,MESA, Metavisa Protocol
 okt,OKT, OKC Token
 fodl-finance,FODL, FODL Finance
 arcx-token,ARCX, ARC Governance
 saitama-inu,SAITAMA, Saitama
 seek-tiger,STI, Seek Tiger
 amaze-world,AMZE, Amaze World
 xels,XELS, XELS
 saitama-inu-new,SAITAMA, Saitama V2
 symverse,SYM, SymVerse
 bitrise-token,BRISE, Bitgert
 luca,LUCA, LUCA
 domain-coin,DMN, Domain
 milo-inu,MILO, Milo Inu
 ubu,UBU, UBU
 musk-melon,MELON, Musk Melon
 edenloop,ELT, EdenLoop
 metasens,MSU, Metasens
 bnbup,BNBUP, BNBUP
 xrun,XRUN, XRUN
 aleph-zero,AZERO, Aleph Zero
 liq-protocol,LIQ, LIQ Protocol
 drawshop-kingdom-reverse,JOY, Drawshop Kingdom Reverse
 coinweb,CWEB, Coinweb
 bitkub-coin,KUB, Bitkub Coin
 woozoo-music,WZM, Woozoo Music
 doge-killer,LEASH, Doge Killer
 vaiot,VAI, VAIOT
 blockstream-mining-notes,BMN, BlockStream Mining Notes
 concordium,CCD, Concordium
 gold-secured-currency,GSX, Gold Secured Currency
 ctomorrow-platform,CTP, Ctomorrow Platform
 moss-carbon-credit,MCO2, Moss Carbon Credit
 rubix,RBT, Rubix
 rogin-ai,ROG, ROGin AI
 escointoken,ELG, EscoinToken
 aladdindao,ALD, AladdinDAO
 ekta,EKTA, Ekta
 interstellar-domain-order,IDO, INTERSTELLAR DOMAIN ORDER
 pieme,PIE, Pieme
 meter-governance,MTRG, Meter Governance
 tribalpunk-cryptoverse,ANTA, Tribalpunk Cryptoverse
 enegra-egx,EGX, Enegra (EGX)
 plutonians-tech,PLD, Plutonians
 larix,LARIX, Larix
 spdr-sp-500-etf-tokenized-stock-ftx,SPY, SPDR S&P 500 ETF tokenized stock FTX
 three-kingdoms,RTK, Three Kingdoms
 hillstone,HSF, Hillstone Finance
 cryptogodz,GODZ, Cryptogodz
 realy,REAL, Realy
 sunny-aggregator,SUNNY, Sunny Aggregator
 wrapped-huobi-token,WHT, Wrapped Huobi Token
 bubblefong,BBF, Bubblefong
 grayscale-bitcoin-trust-tokenized-stock-ftx,GBTC, Grayscale Bitcoin Trust tokenized stock FTX
 daikicoin,DIC, Daikicoin
 carbon-credit,CCT, Carbon Credit
 pocketnet,PKOIN, Pkoin
 vault-hill-city,VHC, Vault Hill City
 microstrategy-tokenized-stock-ftx,MSTR, MicroStrategy tokenized stock FTX
 defi-kingdoms,JEWEL, DeFi Kingdoms
 tomb-shares,TSHARE, Tomb Shares
 pikaster,MLS, Pikaster
 klayswap-protocol,KSP, KLAYswap Protocol
 funfi,FNF, FunFi
 eth-2x-flexible-leverage-index,ETH2X-FLI, ETH 2x Flexible Leverage Index
 bitcoin-god,GOD, Bitcoin God
 crypto-snack,SNACK, Crypto Snack
 kitty-coin-solana,KITTY, Kitty Coin Solana
 tari-world,TARI, Tari World
 medamon,MON, Medamon
 super-rare-ball-shares,SRBS, Super Rare Ball Shares
 empire-token,EMPIRE, Empire Token
 quint,QUINT, QUINT
 spacepi,SPACEPI, SpacePi
 truebit,TRU, Truebit
 fistbump-vip,FIST, Fistbump
 smart-reward-token,SRT, Smart Reward Token
 lunchdao,LUNCH, LunchDAO
 hubble-protocol,HBB, Hubble Protocol
 minifootball,MINIFOOTBALL, Minifootball
 dopex,DPX, Dopex
 izumi-finance,IZI, Izumi Finance
 universal-store-of-value,USV, Universal Store of Value
 ronin,RON, Ronin
 orca,ORCA, Orca
 spiceusd,USDS, SpiceUSD
 evulus-token,EVU, Evulus Token
 millimeter,MM, Millimeter
 popkon,POPK, POPKON
 deesse,LOVE, Deesse
 silent-notary,UBSN, Silent Notary
 gogolcoin,GOL, GogolCoin
 leisuremeta,LM, LeisureMeta
 facedao,FACEDAO, FaceDAO
 floordao,FLOOR, FloorDAO
 bkex-chain,BKK, BKEX Chain
 ritestream,RITE, ritestream
 adax,ADAX, ADAX
 helpseed,HELPS, HelpSeed
 kasta,KASTA, Kasta
 lovely-inu,LOVELY, Lovely Inu
 pastel,PSL, Pastel
 tomb,TOMB, Tomb
 index-cooperative,INDEX, Index Cooperative
 chainflix,CFXT, Chainflix
 metamui,MMUI, MetaMUI
 trading-membership-community,TMC, Trading Membership Community
 xrpup,XRPUP, XRPUP
 value-defi,VALUE, Value Liquidity
 safemoon-v2,SFM, SafeMoon V2
 bit2me,B2M, Bit2Me
 tiny-coin,TINC, Tiny Coin
 akita-inu,AKITA, Akita Inu
 jpeg-d,JPEG, JPEG'd
 cryptomines,ETERNAL, CryptoMines
 pitbull,PIT, Pitbull
 mars4,MARS4, MARS4
 starsharks-sss,SSS, StarSharks (SSS)
 tai,TAI, TAI
 calo-app,CALO, Calo
 waves-exchange-token,WX, Waves.Exchange Token
 sienna,SIENNA, Sienna
 mmpro-token,MMPRO, MMPRO Token
 my-ceremonial-event,MYCE, MYCE
 undead-blocks,UNDEAD, Undead Blocks
 knightswap,KNIGHT, KnightSwap
 bitcicoin,BITCI, Bitcicoin
 zamzam,ZAMZAM, Zamzam
 ix-token,IXT, IX Token
 brazil-national-football-team-fan-token,BFT, Brazil National Fan Token
 mooney,MOONEY, MoonDAO
 hector-dao,HEC, Hector Finance
 xfinite-entertainment-token,XET, Xfinite Entertainment Token
 metafinance,MFI, MetaFinance
 cloudname,CNAME, Cloudname
 terra-world-token,TWD, Terra World Token
 oceanland,OLAND, Oceanland
 covenant-child,COVN, Covenant
 songbird,SGB, Songbird
 wrapped-iotex,WIOTX, Wrapped IoTeX
 rocket-pool-eth,RETH, Rocket Pool ETH
 qfora,QUROZ, Qfora
 rainmaker-games,RAIN, Rainmaker Games
 universe-crystal-gene,UCG, Universe Crystal Gene
 tokemak,TOKE, Tokemak
 guild-of-guardians,GOG, Guild of Guardians
 obrok-token,OBROK, OBRok Token
 decimal,DEL, Decimal
 xiden,XDEN, Xiden
 stronghands-finance,ISHND, StrongHands Finance
 gas-dao,GAS, Gas DAO
 npick-block,NPICK, NPICK BLOCK
 inpulsex,IPX, InpulseX
 seth2,SETH2, sETH2
 metaswap,MSC, MetaSwap
 sting,STN, STING
 tectonic,TONIC, Tectonic
 hawksight,HAWK, Hawksight
 edain,EAI, Edain
 rare-ball-shares,RBS, Rare Ball Shares
 fantomgo,FTG, fantomGO
 marblex,MBX, MARBLEX
 maxonrow,MXW, Maxonrow
 wingstep,WST, WingStep
 devolution,DEVO, DeVolution
 beldex,BDX, Beldex
 dei,DEI, DEI
 hive-dollar,HBD, Hive Dollar
 binance-wrapped-dot,BDOT, Binance Wrapped DOT
 zyro,ZYRO, Zyro
 brother-music-platform,BMP, Brother Music Platform
 wrapped-rose,wROSE, Wrapped Rose
 4jnet,4JNET, 4JNET
 dappradar,RADAR, DappRadar
 block-forest,BFT, Block Forest
 coredao,COREDAO, coreDAO
 tokyo-au,TOKAU, Tokyo AU
 vlaunch,VPAD, VLaunch
 hype,HYPE, Supreme Finance
 xcel-swap,XLD, XcelDefi
 wonderland,TIME, Wonderland
 juno,JUNO, JUNO
 galaxy-heroes-coin-new,GHC, Galaxy Heroes Coin (new)
 terran-coin,TRR, Terran Coin
 loopswap,LSWAP, LoopSwap
 plato-farm-plato,PLATO, Plato Farm (PLATO)
 gateway-protocol,GWP, Gateway Protocol
 welups-blockchain,WELUPS, Welups Blockchain
 plastiks,PLASTIK, Plastiks
 dark-frontiers,DARK, Dark Frontiers
 socaverse,SOCA, Socaverse
 filda,FILDA, Filda
 bot-planet,BOT, BOT
 topmanager,TMT, TopManager
 the-doge-nft,DOG, The Doge NFT
 mcontent,MCONTENT, MContent
 squid-game,SQUID, Squid Game
 sbtc,SBTC, sBTC
 the-forbidden-forest,FORESTPLUS, The Forbidden Forest
 fit-beat,FTB, Fit&Beat
 calaswap,CLS, Calaswap
 sapphire,SAPP, Sapphire
 digital-financial-exchange,DIFX, Digital Financial Exchange
 tether-eurt,EURT, Tether EURt
 guardian,GUARD, Guardian
 socialgood,SG, SocialGood
 chain-games,CHAIN, Chain Games
 firestarter,FLAME, FireStarter
 shack-token,SHACK, Shack Token
 breederdao,BREED, BreederDAO
 marhabadefi,MRHB, MRHB DeFi
 luckydoge,LUCKYDOGE, LuckyDoge
 thinkium,TKM, Thinkium
 sienna-erc20,wSIENNA, Sienna (ERC20)
 zombie-inu,ZINU, Zombie Inu
 the-apis,API, The APIS
 radix-protocol,XRD, Radix
 smile-coin,SMILE, Smile Coin
 quarashi,QUA, Quarashi
 pocket-network,POKT, Pocket Network
 duckie-land,MMETA, Duckie Land
 esg,ESG, ESG
 digifinextoken,DFT, DigiFinexToken
 theos,THEOS, Theos
 eth-shiba,ETHSHIB, ETH Shiba
 pollchain,POLL, Pollchain
 lien,LIEN, Lien
 qmall-token,QMALL, QMALL TOKEN
 tenset,10SET, Tenset
 canaryx,CNYX, CanaryX
 lend-flare,LFT, Lend Flare
 hitbtc-token,HIT, HitBTC Token
 usdz,USDZ, ZEDXION
 xwin-finance,XWIN, xWIN Finance
 alkimi,$ADS, Alkimi
 tap-fantasy,TAP, TAP FANTASY
 reltime,RTC, Reltime
 spacemine,MINE, SpaceMine
 defi-stoa,STA, STOA Network
 optimus,OPTCM, Optimus
 veusd,VEUSD, VeUSD
 frog-inu,FGI, Frog Inu
 dogeking,DOGEKING, DogeKing
 dragonsb,SB, SB GROUP
 moola-celo-usd,mCUSD, Moola Celo USD
 cherry-network,CHER, Cherry Network
 blockwrk,WRK, blockWRK
 export-mortos-platform,EMP, Export Mortos Platform
 manifold-finance,FOLD, Manifold Finance
 gaming-stars,GAMES, Gaming Stars
 ethersmart,ETM, EtherSmart
 dexshare,DEXSHARE, dexSHARE
 iron-bank,IB, Iron Bank
 square-token,SQUA, Square Token
 senspark,SEN, Senspark
 aeterna,AETERNA, Aeterna
 3x-short-ethereum-token,ETHBEAR, 3X Short Ethereum Token
 catcoin,CATCOIN, CatCoin
 soldiernodes,SLD, SoldierNodes
 avalaunch,XAVA, Avalaunch
 starsharks-sea,SEA, StarSharks SEA
 ishares-msci-world-etf-tokenized-stock-defichain,DURTH, iShares MSCI World ETF Tokenized Stock Defichain
 inflation-adjusted-usds,IUSDS, Inflation Adjusted USDS
 h3ro3s,H3RO3S, H3RO3S
 gera-coin,GERA, Gera Coin
 qiswap,QI, QiSwap
 mixtrust,MXT, MixTrust
 moonraise,MRT, MoonRaise
 metagaming-guild,MGG, MetaGaming Guild
 boomspace,SPACE, BoomSpace
 cornucopias,COPI, Cornucopias
 metagalaxy-land,MEGALAND, Metagalaxy Land
 tor,TOR, TOR
 pylon-eco-token,PETN, Pylon Eco Token
 wirtual,WIRTUAL, Wirtual
 copiosa-coin,COP, Copiosa Coin
 nemesis-dao,NMS, Nemesis DAO
 governance-ohm,GOHM, Governance OHM
 cherryswap,CHE, CherrySwap
 e-money,EEUR, e-Money EUR
 fastswap-bsc,FAST, FastSwap (BSC)
 nakamoto-games,NAKA, Nakamoto Games
 docuchain,DCCT, DocuChain
 starly,$STARLY, Starly
 chumbi-valley,CHMB, Chumbi Valley
 biconomy-token,BIT, Biconomy Exchange Token
 gaia-everworld,GAIA, GAIA Everworld
 jfin,JFC, JFIN
 katana-inu,KATA, Katana Inu
 arowana-token,ARW, Arowana Token
 glass-coin,GLS, Glasscoin
 umee,UMEE, Umee
 wild-island-game,WILD, Wild Island Game
 gode-chain,GODE, Gode Chain
 lemonchain,LEMC, LEMONCHAIN
 bamboo-defi,BAMBOO, BambooDeFi
 qanplatform,QANX, QANplatform
 united-bitcoin,UBTC, United Bitcoin
 blackhole-protocol,BLACK, BLACKHOLE PROTOCOL
 seur,SEUR, sEUR
 emp-money,EMP, Emp Money
 kine,KINE, KINE
 antex,ANTEX, Antex
 holoride,RIDE, holoride
 galaxy-fight-club,GCOIN, Galaxy Fight Club
 realm,REALM, Realm
 catcoin-token,CATS, CATCOIN
 4xbit,XBT, XBIT
 continuum-finance,CTN, Continuum Finance
 diamond-xrpl,DIAMOND, DIAMOND
 midas,MIDAS, Midas
 okratech-token,ORT, Okratech Token
 metafluence,METO, Metafluence
 erugo-world-coin,EWC, Erugo World Coin
 cropbytes,CBX, CropBytes
 edgeswap,EGS, EdgeSwap
 ludena-protocol,LDN, Ludena Protocol
 realms-of-ethernity,RETH, Realms of Ethernity
 bridge-network,BRDG, Bridge Network
 wonderman-nation,WNDR, Wonderman Nation
 stronger,STRNGR, Stronger
 whole-earth-coin,WEC, Whole Earth Coin
 bitcoin-latinum,LTNM, Bitcoin Latinum
 evergrowcoin,EGC, EverGrow Coin
 leonicorn-swap,LEOS, Leonicorn Swap
 outer-ring-mmo-gq,GQ, Outer Ring MMO (GQ)
 bilira,TRYB, BiLira
 infinity-skies,ISKY, Infinity Skies
 proof-of-liquidity,POL, Proof Of Liquidity
 dnaxcat-token,DXCT, DNAxCAT Token
 trvl,TRVL, TRVL
 modex,MODEX, Modex
 apex-token,APEX, ApeX Protocol
 coinbase-pre-ipo-tokenized-stock-ftx,COIN, Coinbase tokenized stock FTX
 meblox-protocol,MEB, Meblox Protocol
 psy-options,PSY, PsyOptions
 cashera,CSR, Cashera
 netvrk,NTVRK, Netvrk
 smart-money-coin,SMC, SMART MONEY COIN
 impactxp,IMPACTXP, ImpactXP
 jade-protocol,JADE, Jade Protocol
 crown-sovereign,CSOV, Crown Sovereign
 voxel-x-network,VXL, Voxel X Network
 hkd-com-dao,HDAO, HKD.com DAO
 eth-down,ETHDOWN, ETHDOWN
 mouse-haunt-token,MHT, Mouse Haunt Token
 globe-derivative-exchange,GDT, Globe Derivative Exchange
 waxe,WAXE, WAXE
 3x-long-cardano-token,ADABULL, 3X Long Cardano Token
 wadzpay-token,WTK, WadzPay Token
 fegtoken,FEG, FEG Token
 butterflydao,BTRFLY, Redacted Cartel
